year,season,noc,height_male,weight_male,height_female,weight_female,medals
1976,Summer,TCH,179.2,77.52,166.59,56.65,15
1976,Summer,THA,169.46,61.79,165.86,46.57,1
1976,Summer,TUN,183.23,81.08,170.0,50.0,0
1976,Summer,TUR,169.69,67.31,160.0,55.0,0
1976,Summer,URS,179.63,77.76,168.19,61.97,281
1976,Summer,URU,177.5,80.0,169.0,61.0,0
1976,Summer,USA,181.22,76.47,169.29,59.88,164
1976,Summer,VEN,172.15,66.3,166.27,56.0,1
1976,Summer,YUG,185.92,83.41,178.0,68.4,19
1976,Winter,AUS,182.0,85.0,170.0,56.0,0
1976,Winter,AUT,177.98,76.32,167.54,59.77,5
1976,Winter,CAN,176.59,70.94,166.54,57.64,3
1976,Winter,FIN,178.31,75.01,166.62,59.17,16
1976,Winter,FRA,176.0,71.42,161.0,52.5,1
1976,Winter,FRG,177.99,76.69,165.32,59.14,32
1976,Winter,GBR,176.25,75.56,175.0,64.0,1
1976,Winter,GDR,180.08,77.0,164.33,56.76,32
1976,Winter,HUN,188.0,75.0,162.0,48.0,0
1976,Winter,ITA,176.0,72.49,162.71,56.0,3
1976,Winter,JPN,171.04,68.99,157.43,56.14,0
1976,Winter,KOR,175.0,76.0,164.0,62.0,0
1976,Winter,LIE,177.22,74.44,165.0,57.0,2
1976,Winter,NED,183.1,79.5,173.0,64.2,6
1976,Winter,NOR,181.32,74.83,169.3,60.5,10
1976,Winter,POL,173.72,71.59,166.62,63.17,0
1976,Winter,SUI,175.62,71.72,169.4,60.6,9
1976,Winter,SWE,177.54,73.54,167.58,57.89,2
1976,Winter,TCH,176.7,76.78,166.07,57.87,18
1976,Winter,URS,178.28,75.35,162.14,56.76,45
1976,Winter,USA,179.0,76.65,164.34,55.38,10
1980,Summer,ANG,172.87,63.87,163.0,52.0,0
1980,Summer,AUS,183.08,78.89,167.81,60.64,13
1980,Summer,AUT,180.28,77.08,167.9,60.3,5
1980,Summer,BEL,179.24,72.43,170.17,60.73,1
1980,Summer,BRA,180.71,76.02,170.26,60.16,9
1980,Summer,BUL,177.83,75.75,167.1,58.74,89
1980,Summer,CMR,174.29,72.46,168.0,75.0,0
1980,Summer,CRC,175.74,69.97,166.0,48.0,0
1980,Summer,CUB,176.71,74.88,174.94,69.39,20
1980,Summer,CYP,177.0,74.69,163.0,53.0,0
1980,Summer,DEN,182.86,79.79,168.0,63.25,8
1980,Summer,DOM,174.25,66.0,172.0,64.0,0
1980,Summer,ECU,174.33,68.17,172.0,67.0,0
1980,Summer,ESP,179.06,75.04,160.04,47.33,24
1980,Summer,ETH,173.39,59.48,164.0,50.0,4
1980,Summer,FIN,179.85,75.72,170.0,62.83,9
1980,Summer,FRA,177.35,71.04,168.22,57.56,29
1980,Summer,GBR,179.47,74.87,167.7,58.53,47
1980,Summer,GDR,180.67,77.34,170.35,61.74,264
1980,Summer,GRE,177.74,78.37,173.6,64.8,5
1980,Summer,GUY,179.38,64.5,175.0,61.0,1
1980,Summer,HUN,177.57,74.28,167.14,57.34,61
1980,Summer,IND,173.7,67.45,169.0,55.0,16
1980,Summer,IRL,179.18,75.04,163.0,56.2,3
1980,Summer,ITA,181.62,77.38,171.35,60.65,37
1980,Summer,JAM,182.44,73.89,166.86,56.64,3
1980,Summer,LAO,165.76,57.82,159.5,47.5,0
1980,Summer,LBA,169.83,63.0,137.6,45.8,0
1980,Summer,MAD,167.08,59.67,154.67,46.67,0
1980,Summer,MEX,169.88,64.1,161.54,51.79,10
1980,Summer,MGL,171.18,68.93,155.08,44.5,4
1980,Summer,MLT,168.56,56.67,170.0,61.0,0
1980,Summer,NCA,163.67,55.67,162.0,49.0,0
1980,Summer,NED,186.52,81.98,172.62,64.62,6
1980,Summer,NGR,178.14,69.14,168.6,56.7,0
1980,Summer,PER,175.89,79.44,169.55,63.3,0
1980,Summer,POL,180.34,76.69,164.69,55.71,50
1980,Summer,POR,171.46,62.92,162.0,45.0,0
1980,Summer,PRK,164.36,61.36,144.74,36.16,5
1980,Summer,ROU,177.39,74.78,167.92,58.55,68
1980,Summer,SEN,184.66,78.71,171.5,61.5,0
1980,Summer,SEY,180.47,70.06,165.0,52.0,0
1980,Summer,SLE,180.21,62.25,181.71,54.57,0
1980,Summer,SUI,182.08,78.95,167.33,56.33,2
1980,Summer,SWE,183.87,79.33,170.87,60.02,20
1980,Summer,TAN,171.72,66.38,161.88,53.88,2
1980,Summer,TCH,179.37,75.68,159.65,53.2,51
1980,Summer,URS,180.99,77.93,167.37,61.5,437
1980,Summer,VIE,166.61,60.71,158.6,50.7,0
1980,Summer,YUG,184.4,81.08,176.86,69.14,56
1980,Summer,ZIM,179.13,79.73,162.14,59.05,15
1980,Winter,AUT,179.93,77.35,166.75,58.75,7
1980,Winter,CAN,178.38,79.03,167.0,58.44,1
1980,Winter,CHN,166.75,56.75,160.67,54.33,0
1980,Winter,ESP,171.0,65.0,168.0,60.0,0
1980,Winter,FIN,179.79,76.25,163.22,57.25,12
1980,Winter,FRA,173.52,67.67,164.5,55.4,1
1980,Winter,FRG,179.64,76.55,167.73,58.7,8
1980,Winter,GBR,176.79,76.21,167.57,57.0,1
1980,Winter,GDR,181.67,79.88,165.08,57.58,31
1980,Winter,HUN,188.0,75.0,162.0,48.0,2
1980,Winter,ITA,175.56,70.61,162.64,56.0,3
1980,Winter,JPN,170.11,67.81,157.78,52.78,1
1980,Winter,KOR,178.0,73.5,167.38,62.0,0
1980,Winter,LIE,176.14,72.29,165.0,57.0,4
1980,Winter,NED,181.32,80.32,172.33,61.33,2
1980,Winter,NOR,181.28,75.54,170.75,60.19,14
1980,Winter,POL,176.03,73.6,168.0,61.0,0
1980,Winter,SUI,175.2,73.04,166.06,56.88,9
1980,Winter,SWE,180.59,76.38,168.1,58.97,23
1980,Winter,TCH,178.0,76.53,164.94,57.0,1
1980,Winter,URS,178.61,76.97,164.3,59.23,45
1980,Winter,USA,179.31,76.69,164.85,55.56,29
1980,Winter,YUG,177.73,74.09,165.2,57.6,0
1984,Summer,AHO,186.83,74.83,169.67,59.67,0
1984,Summer,ANT,178.61,69.28,171.88,54.62,0
1984,Summer,ARG,179.44,76.1,167.24,58.47,0
1984,Summer,AUS,181.24,77.5,169.1,62.03,52
1984,Summer,AUT,179.84,78.58,170.54,61.07,3
1984,Summer,BAH,181.0,74.37,166.75,55.38,0
1984,Summer,BAR,181.9,73.0,164.0,54.33,0
1984,Summer,BEL,180.22,76.67,165.77,58.32,5
1984,Summer,BER,181.42,72.92,178.0,90.0,0
1984,Summer,BHU,176.33,70.67,166.67,53.33,0
1984,Summer,BOL,170.4,64.3,165.0,55.0,0
1984,Summer,BRA,181.01,75.85,169.29,58.25,32
1984,Summer,CAN,180.44,77.81,167.15,58.15,84
1984,Summer,CAY,179.46,73.69,170.0,57.0,0
1984,Summer,CGO,174.09,68.64,168.0,53.0,0
1984,Summer,CHI,177.61,73.72,169.0,54.0,0
1984,Summer,CHN,175.31,70.22,166.81,58.36,74
1984,Summer,CIV,176.46,70.77,169.0,56.0,1
1984,Summer,CMR,175.95,73.11,168.0,75.0,1
1984,Summer,COD,170.0,72.0,158.0,49.0,0
1984,Summer,COL,171.67,65.58,160.0,49.67,1
1984,Summer,CRC,175.0,65.94,160.0,52.0,0
1984,Summer,DEN,185.52,81.7,168.54,60.38,13
1984,Summer,DOM,181.75,84.0,160.67,53.0,0
1984,Summer,ECU,172.57,73.29,165.0,52.0,0
1984,Summer,EGY,179.26,78.81,160.67,58.33,1
1984,Summer,ESA,174.25,71.17,149.0,43.0,0
1984,Summer,ESP,178.8,75.38,156.0,41.14,19
1984,Summer,FIJ,181.39,78.61,169.38,65.0,0
1984,Summer,FIN,179.83,75.42,170.18,61.68,12
1984,Summer,FRA,178.52,73.02,166.21,55.44,67
1984,Summer,FRG,183.18,78.62,170.34,59.86,158
1984,Summer,GAB,167.5,60.0,167.5,70.5,0
1984,Summer,GAM,179.7,72.7,158.6,52.0,0
1984,Summer,GBR,178.49,75.07,166.89,58.69,71
1984,Summer,GHA,175.19,67.12,159.82,51.09,0
1984,Summer,GRE,179.97,83.27,171.0,65.67,2
1984,Summer,GRN,178.0,81.0,175.0,54.0,0
1984,Summer,GUA,174.56,67.59,167.79,55.29,0
1984,Summer,GUY,172.0,66.4,179.0,56.5,0
1984,Summer,HKG,175.3,66.0,164.11,55.3,0
1984,Summer,HON,167.0,59.0,166.0,58.0,0
1984,Summer,INA,166.79,59.0,156.0,50.25,0
1984,Summer,IND,170.62,68.05,164.3,51.1,0
1984,Summer,IRL,175.97,69.43,167.41,57.41,1
1984,Summer,ISL,185.13,83.84,168.5,58.0,1
1984,Summer,ISR,171.54,64.67,161.95,49.37,0
1984,Summer,ISV,180.82,72.7,160.0,53.33,0
1984,Summer,ITA,180.52,76.66,169.51,57.67,63
1984,Summer,JAM,179.61,75.14,169.73,59.36,7
1984,Summer,JOR,174.77,71.08,158.0,49.0,0
1984,Summer,JPN,172.87,69.26,160.78,51.28,49
1984,Summer,KEN,175.11,68.34,163.4,53.6,2
1984,Summer,KOR,173.11,69.23,167.25,59.94,41
1984,Summer,LBR,172.22,61.33,170.0,54.0,0
1984,Summer,LIB,174.13,70.91,167.0,65.0,0
1984,Summer,LIE,175.33,79.0,165.0,53.5,0
1984,Summer,LUX,177.75,85.75,162.0,55.0,0
1984,Summer,MAR,174.29,69.32,162.0,50.0,2
1984,Summer,MAS,171.64,64.23,160.0,60.0,0
1984,Summer,MEX,173.3,66.4,164.0,55.54,6
1984,Summer,MLT,172.8,71.4,169.0,65.5,0
1984,Summer,MOZ,176.91,68.0,171.0,54.0,0
1984,Summer,MRI,181.17,75.33,180.0,68.0,0
1984,Summer,NED,186.09,81.81,173.11,64.01,41
1984,Summer,NGR,176.24,74.76,172.33,60.0,5
1984,Summer,NOR,181.7,76.12,171.11,60.81,4
1984,Summer,NZL,181.7,78.43,167.21,59.63,23
1984,Summer,PER,178.04,75.6,171.74,61.68,1
1984,Summer,PHI,168.91,62.09,167.0,50.88,0
1984,Summer,PNG,168.57,59.43,169.2,56.2,0
1984,Summer,POR,175.84,70.41,161.45,50.45,3
1984,Summer,PUR,174.09,70.26,166.6,54.3,2
1984,Summer,ROU,177.58,78.6,163.95,56.56,106
1984,Summer,RWA,175.0,68.0,156.0,51.0,0
1984,Summer,SEN,179.61,76.64,170.0,55.0,0
1984,Summer,SEY,174.33,65.67,162.0,48.0,0
1984,Summer,SLE,181.75,74.0,183.0,55.0,0
1984,Summer,SMR,175.93,72.18,165.0,50.0,0
1984,Summer,SUI,177.81,73.16,164.03,54.51,13
1984,Summer,SWE,183.3,79.53,170.54,59.88,34
1984,Summer,TAN,172.15,65.46,162.0,55.33,0
1984,Summer,THA,169.97,62.86,161.0,49.82,1
1984,Summer,TPE,173.38,66.26,167.69,60.62,1
1984,Summer,TTO,182.33,76.2,167.75,56.88,0
1984,Summer,TUN,180.25,74.54,170.0,54.0,0
1984,Summer,TUR,176.5,72.34,184.0,75.0,3
1984,Summer,UGA,171.24,66.92,159.5,51.0,0
1984,Summer,URU,188.81,83.86,162.0,57.0,0
1984,Summer,USA,181.74,78.41,169.45,60.1,352
1984,Summer,YUG,184.26,81.45,176.06,67.74,87
1984,Summer,ZIM,174.59,68.29,170.33,63.33,0
1984,Winter,ARG,179.86,72.07,165.71,60.57,0
1984,Winter,AUS,179.5,75.94,168.0,63.0,0
1984,Winter,AUT,181.69,78.22,169.77,64.0,1
1984,Winter,BEL,179.0,75.0,160.33,54.33,0
1984,Winter,BUL,175.72,71.97,164.0,47.0,0
1984,Winter,CAN,178.67,78.54,165.18,57.3,4
1984,Winter,CHN,170.71,61.36,162.15,54.85,0
1984,Winter,CYP,179.75,75.25,162.0,51.0,0
1984,Winter,ESP,172.67,64.67,169.0,61.0,0
1984,Winter,FIN,181.53,77.57,171.88,62.0,19
1984,Winter,FRA,177.84,72.45,164.5,55.33,3
1984,Winter,FRG,180.05,77.13,168.48,60.0,8
1984,Winter,GBR,178.04,77.45,161.28,51.89,2
1984,Winter,GDR,180.65,75.93,167.55,59.27,33
1984,Winter,HUN,177.77,72.15,166.33,61.0,0
1984,Winter,ISL,177.5,74.25,164.0,62.0,0
1984,Winter,ITA,177.29,75.63,164.33,56.11,2
1984,Winter,JPN,170.79,67.83,159.17,55.83,1
1984,Winter,KOR,174.58,69.27,159.7,53.4,0
1984,Winter,LIE,176.58,69.58,165.0,60.0,1
1984,Winter,NED,181.12,78.47,170.42,64.33,0
1984,Winter,NOR,181.01,75.36,173.05,61.82,14
1984,Winter,NZL,178.67,74.0,160.33,51.67,0
1984,Winter,POL,177.61,75.96,168.71,61.57,0
1984,Winter,PRK,171.43,59.71,161.0,60.5,0
1984,Winter,ROU,179.13,78.22,160.2,57.6,0
1984,Winter,SUI,175.98,74.54,166.24,56.96,8
1984,Winter,SWE,181.49,78.34,166.32,57.59,30
1984,Winter,TCH,178.47,74.94,164.96,58.14,28
1984,Winter,TPE,174.67,73.78,165.5,61.5,0
1984,Winter,URS,178.81,77.84,164.26,58.29,56
1984,Winter,USA,180.33,77.58,163.83,56.27,9
1984,Winter,YUG,179.78,77.09,169.43,60.52,1
1988,Summer,ALG,177.08,74.03,158.0,49.0,0
1988,Summer,ANG,174.67,68.33,161.73,51.64,0
1988,Summer,ANT,178.38,67.48,174.5,53.25,0
1988,Summer,ARG,182.74,77.73,166.22,60.03,13
1988,Summer,ARU,179.2,81.6,165.14,58.57,0
1988,Summer,AUS,182.1,79.17,168.18,59.33,35
1988,Summer,AUT,181.87,79.02,167.33,60.89,1
1988,Summer,BAH,181.36,79.59,169.4,60.2,0
1988,Summer,BAR,177.57,73.57,155.0,50.0,0
1988,Summer,BEL,180.93,77.91,165.18,56.91,2
1988,Summer,BEN,179.5,71.5,163.0,55.0,0
1988,Summer,BER,178.31,72.46,163.0,56.0,0
1988,Summer,BOL,175.5,70.88,182.0,71.0,0
1988,Summer,BRA,182.19,77.82,168.29,58.12,23
1988,Summer,BUL,177.28,75.77,168.56,59.11,41
1988,Summer,BUR,188.0,82.0,165.0,60.0,0
1988,Summer,CAN,180.18,77.26,165.31,57.13,23
1988,Summer,CAY,181.09,73.45,157.0,48.0,0
1988,Summer,CGO,177.0,68.71,176.67,59.67,0
1988,Summer,CHI,180.5,78.86,146.0,57.0,1
1988,Summer,CHN,174.79,70.09,167.02,59.79,52
1988,Summer,CIV,178.0,74.4,168.0,54.0,0
1988,Summer,CMR,175.35,80.71,165.5,70.0,0
1988,Summer,COD,176.8,72.1,162.33,53.33,0
1988,Summer,COK,172.67,70.5,170.0,56.0,0
1988,Summer,COL,170.98,66.51,166.8,55.07,1
1988,Summer,CRC,176.0,71.83,173.25,64.35,1
1988,Summer,CYP,176.38,68.25,166.67,53.33,0
1988,Summer,DEN,185.29,79.28,172.3,61.28,7
1988,Summer,DOM,174.0,70.83,152.0,45.0,0
1988,Summer,ECU,171.82,68.91,165.0,54.0,0
1988,Summer,EGY,182.14,82.04,162.0,59.0,0
1988,Summer,ESA,169.17,64.33,149.0,43.0,0
1988,Summer,ESP,179.48,74.91,158.85,48.28,5
1988,Summer,FIJ,178.31,72.62,173.27,65.53,0
1988,Summer,FIN,180.26,79.47,169.82,62.14,4
1988,Summer,FRA,180.32,73.87,166.34,56.83,29
1988,Summer,FRG,182.99,78.95,171.99,60.67,115
1988,Summer,GAB,168.0,54.0,160.0,60.0,0
1988,Summer,GAM,178.0,70.0,155.0,55.0,0
1988,Summer,GBR,181.49,77.88,168.9,59.86,54
1988,Summer,GDR,180.53,77.62,172.79,63.7,181
1988,Summer,GEQ,174.67,75.0,158.0,49.0,0
1988,Summer,GHA,174.08,68.15,166.29,56.71,0
1988,Summer,GRE,181.98,83.1,163.0,53.79,1
1988,Summer,GRN,170.0,68.0,162.0,54.0,0
1988,Summer,GUA,172.0,64.66,157.38,48.5,0
1988,Summer,GUM,178.42,76.47,164.5,55.17,0
1988,Summer,GUY,171.71,65.43,168.0,56.0,0
1988,Summer,HAI,178.75,78.5,180.0,110.0,0
1988,Summer,HKG,176.91,67.28,163.67,56.5,0
1988,Summer,HON,172.92,63.69,166.0,51.0,0
1988,Summer,HUN,180.34,77.76,164.84,54.92,44
1988,Summer,INA,171.19,63.34,156.3,51.9,3
1988,Summer,IND,169.22,64.1,164.78,51.22,0
1988,Summer,IRL,178.52,71.2,168.23,64.38,0
1988,Summer,ISL,185.76,86.03,173.38,60.5,0
1988,Summer,ISR,175.71,72.86,164.12,50.38,0
1988,Summer,ISV,179.05,72.45,175.0,62.2,1
1988,Summer,ITA,178.69,75.08,168.17,56.22,29
1988,Summer,JAM,179.23,75.07,171.74,58.63,7
1988,Summer,JOR,165.8,64.0,166.0,66.0,0
1988,Summer,JPN,173.42,69.28,159.84,50.12,20
1988,Summer,KEN,174.54,68.37,166.33,54.0,9
1988,Summer,KOR,176.51,72.64,164.86,55.81,77
1988,Summer,LAO,160.5,52.0,160.0,50.0,0
1988,Summer,LBR,168.75,56.25,168.0,59.0,0
1988,Summer,LIB,173.79,72.46,167.0,57.33,0
1988,Summer,LIE,179.54,76.69,172.67,58.0,0
1988,Summer,LUX,182.0,72.14,163.75,53.0,0
1988,Summer,MAR,171.76,60.1,165.67,49.33,3
1988,Summer,MAS,178.33,71.0,163.2,50.0,0
1988,Summer,MEX,176.73,68.63,170.72,59.14,2
1988,Summer,MGL,171.8,68.4,169.0,63.43,1
1988,Summer,MLT,167.0,64.4,170.0,61.0,0
1988,Summer,MON,178.62,75.88,165.0,58.0,0
1988,Summer,MOZ,178.67,70.67,165.0,63.0,0
1988,Summer,MRI,177.78,73.33,162.5,45.5,0
1988,Summer,NED,186.19,81.88,173.63,64.31,43
1988,Summer,NEP,166.35,56.82,156.0,50.67,0
1988,Summer,NGR,175.76,75.37,170.82,63.91,0
1988,Summer,NOR,182.45,78.92,173.07,66.24,22
1988,Summer,NZL,181.39,77.54,168.65,59.47,23
1988,Summer,PER,177.91,80.45,175.2,64.27,12
1988,Summer,PHI,169.83,65.17,167.14,52.86,1
1988,Summer,PNG,169.44,61.56,160.67,59.0,0
1988,Summer,POL,180.1,78.25,168.42,60.54,21
1988,Summer,POR,176.32,69.36,158.33,48.27,1
1988,Summer,PUR,188.32,84.23,167.0,57.0,0
1988,Summer,ROU,171.6,68.95,164.28,57.84,58
1988,Summer,RWA,169.0,63.25,159.0,52.25,0
1988,Summer,SEN,181.35,73.75,172.0,68.0,1
1988,Summer,SGP,178.42,70.81,155.0,52.0,0
1988,Summer,SLE,177.25,73.56,172.0,61.0,0
1988,Summer,SRI,169.6,60.8,170.5,59.5,0
1988,Summer,SUI,179.55,74.95,168.46,58.49,8
1988,Summer,SUR,179.83,70.17,164.0,60.0,1
1988,Summer,SWE,184.14,80.23,171.34,62.14,15
1988,Summer,TCH,182.9,82.0,167.24,57.14,10
1988,Summer,TGA,184.6,85.0,180.0,78.0,0
1988,Summer,THA,167.73,59.91,153.0,52.5,1
1988,Summer,TPE,171.32,68.17,164.94,53.48,0
1988,Summer,TTO,177.0,70.8,167.2,59.2,0
1988,Summer,TUN,181.28,73.4,162.0,59.0,0
1988,Summer,TUR,174.45,71.07,167.25,56.38,2
1988,Summer,UGA,171.55,65.32,166.75,55.38,0
1988,Summer,URS,181.09,79.76,169.95,62.62,300
1988,Summer,URU,181.31,79.19,160.0,55.0,0
1988,Summer,USA,182.54,79.22,168.87,59.52,207
1988,Summer,VAN,170.0,65.75,163.0,52.0,0
1988,Summer,VEN,169.57,63.71,166.5,64.5,0
1988,Summer,VIE,167.6,57.7,158.0,46.0,0
1988,Summer,YUG,184.96,81.37,176.29,66.22,63
1988,Summer,ZIM,179.68,74.26,163.0,53.67,0
1988,Winter,AUT,182.3,78.73,167.4,59.52,10
1988,Winter,CAN,178.99,77.13,166.07,58.85,6
1988,Winter,CHN,181.0,80.0,169.0,64.0,0
1988,Winter,ESP,183.0,71.0,163.5,55.33,0
1988,Winter,FIN,179.86,73.58,169.06,61.08,34
1988,Winter,FRA,178.65,75.45,164.0,56.94,2
1988,Winter,FRG,181.31,77.85,169.15,57.96,14
1988,Winter,GBR,178.99,76.41,160.12,54.71,0
1988,Winter,GDR,180.19,75.63,170.92,60.24,31
1988,Winter,HUN,179.2,71.2,165.0,53.0,0
1988,Winter,ITA,177.65,75.61,164.05,55.65,7
1988,Winter,JPN,172.8,69.49,160.11,57.3,1
1988,Winter,KOR,174.31,69.77,158.0,58.0,0
1988,Winter,LIE,176.67,69.78,165.0,60.0,1
1988,Winter,NED,180.29,75.0,173.25,68.17,5
1988,Winter,NOR,179.78,76.38,174.41,63.47,8
1988,Winter,NZL,178.78,74.67,163.0,55.0,0
1988,Winter,POL,178.97,77.38,166.55,58.0,0
1988,Winter,PRK,168.0,52.0,160.0,61.0,0
1988,Winter,ROU,183.0,86.0,169.15,64.08,0
1988,Winter,SUI,179.85,78.13,169.03,60.68,20
1988,Winter,SWE,181.35,76.91,167.93,59.14,30
1988,Winter,TCH,178.08,74.75,166.5,58.5,4
1988,Winter,TPE,173.25,74.75,164.0,62.0,0
1988,Winter,URS,180.72,79.54,166.53,58.03,65
1988,Winter,USA,179.22,77.85,165.61,59.53,7
1988,Winter,YUG,181.04,71.58,170.2,60.5,6
1992,Summer,ALG,171.74,64.05,158.0,50.5,2
1992,Summer,AND,170.2,64.6,176.0,59.0,0
1992,Summer,ANG,188.1,84.2,163.0,52.0,0
1992,Summer,ANT,174.9,65.0,163.67,59.33,0
1992,Summer,ARG,178.71,77.14,165.58,60.5,2
1992,Summer,ARU,174.33,71.0,162.0,56.0,0
1992,Summer,AUS,183.55,81.64,168.96,60.47,52
1992,Summer,AUT,181.45,78.45,171.64,62.33,6
1992,Summer,BAH,183.0,80.25,169.0,59.33,1
1992,Summer,BEL,181.85,78.9,170.1,58.64,3
1992,Summer,BEN,177.8,72.0,162.5,62.0,0
1992,Summer,BER,182.0,84.25,162.25,56.75,0
1992,Summer,BHU,164.0,60.0,163.0,57.0,0
1992,Summer,BIH,196.0,135.5,162.25,50.75,0
1992,Summer,BOL,173.33,65.33,164.67,50.17,0
1992,Summer,BRA,184.22,78.74,169.12,58.56,13
1992,Summer,BUL,174.53,73.08,166.33,56.43,17
1992,Summer,CAN,181.3,78.67,166.68,59.17,44
1992,Summer,CGO,176.43,71.71,170.0,52.0,0
1992,Summer,CHA,181.67,65.0,160.0,60.0,0
1992,Summer,CHI,173.18,74.09,170.0,60.0,0
1992,Summer,CHN,175.38,70.74,166.75,59.82,79
1992,Summer,CIV,182.62,80.12,166.33,58.67,0
1992,Summer,CMR,176.33,77.33,165.75,57.12,0
1992,Summer,COD,178.62,69.25,158.0,49.0,0
1992,Summer,COL,173.62,68.69,168.5,53.5,1
1992,Summer,CRC,181.5,73.0,173.5,59.67,0
1992,Summer,CRO,192.87,89.53,159.5,54.5,15
1992,Summer,CUB,178.88,78.69,173.79,70.32,63
1992,Summer,CYP,182.0,79.38,174.0,69.0,0
1992,Summer,DEN,184.58,79.96,175.33,63.15,11
1992,Summer,DOM,157.0,56.0,164.0,63.0,0
1992,Summer,ECU,164.5,64.33,159.25,48.25,0
1992,Summer,EGY,179.87,80.48,174.33,81.5,0
1992,Summer,ESP,180.33,75.3,167.68,58.81,43
1992,Summer,EST,185.5,83.62,164.83,59.83,3
1992,Summer,ETH,170.5,59.44,158.67,48.83,3
1992,Summer,EUN,181.13,79.17,171.17,62.69,171
1992,Summer,FIJ,180.24,78.52,174.62,70.38,0
1992,Summer,FIN,181.4,79.85,170.7,59.96,7
1992,Summer,FRA,180.93,76.33,166.47,56.14,57
1992,Summer,GAB,178.0,60.0,172.0,78.0,0
1992,Summer,GBR,180.88,76.9,168.76,60.23,50
1992,Summer,GER,183.09,79.22,171.75,61.0,197
1992,Summer,GRE,180.68,83.93,168.58,59.17,2
1992,Summer,GUA,172.0,61.5,173.0,57.0,0
1992,Summer,GUI,176.33,63.0,165.0,52.0,0
1992,Summer,GUM,178.81,70.52,177.0,63.0,0
1992,Summer,GUY,171.17,66.0,178.0,59.0,0
1992,Summer,HKG,179.0,70.39,168.0,60.33,0
1992,Summer,HON,179.11,70.0,166.0,51.0,0
1992,Summer,HUN,179.97,78.84,165.86,56.75,45
1992,Summer,INA,170.83,67.39,162.0,53.0,5
1992,Summer,IND,173.95,66.14,162.33,48.33,0
1992,Summer,IOA,181.3,77.62,169.38,60.85,3
1992,Summer,IRL,180.09,73.63,166.5,61.12,2
1992,Summer,ISL,189.07,97.0,170.0,55.0,0
1992,Summer,ISR,180.23,79.77,168.0,55.0,0
1992,Summer,ISV,176.41,70.35,166.86,58.71,0
1992,Summer,ITA,180.48,76.62,169.31,57.99,42
1992,Summer,JAM,180.28,72.64,171.08,59.92,4
1992,Summer,JPN,173.3,70.07,162.1,53.92,47
1992,Summer,KEN,176.97,66.7,162.22,49.11,8
1992,Summer,KOR,172.28,69.16,165.54,57.38,21
1992,Summer,LAT,181.72,79.41,171.91,65.18,3
1992,Summer,LES,173.67,60.17,148.0,45.0,0
1992,Summer,LIE,180.67,70.33,172.0,57.0,0
1992,Summer,LTU,189.86,88.68,173.33,64.83,13
1992,Summer,LUX,187.5,75.5,162.0,55.0,0
1992,Summer,MAD,174.2,59.4,167.14,54.71,0
1992,Summer,MAR,177.13,66.17,174.0,65.0,3
1992,Summer,MEX,177.21,70.81,161.26,54.47,1
1992,Summer,MGL,175.13,73.6,170.4,57.4,2
1992,Summer,MLT,169.5,68.0,159.6,50.6,0
1992,Summer,MOZ,181.0,71.0,165.33,62.33,0
1992,Summer,MYA,160.0,48.0,164.0,47.33,0
1992,Summer,NED,186.63,81.81,174.43,64.6,33
1992,Summer,NGR,177.74,74.85,166.1,58.9,11
1992,Summer,NOR,184.14,79.03,169.97,63.29,19
1992,Summer,NZL,181.28,77.42,168.61,59.17,12
1992,Summer,PAR,180.2,80.33,166.0,57.0,0
1992,Summer,PER,178.22,80.33,165.0,50.0,1
1992,Summer,PHI,168.8,61.65,171.0,58.0,1
1992,Summer,PNG,171.71,63.79,155.0,50.0,0
1992,Summer,POL,181.2,78.62,169.76,61.46,46
1992,Summer,POR,176.86,71.06,164.48,56.38,0
1992,Summer,PRK,166.58,59.53,159.33,53.67,4
1992,Summer,PUR,181.1,77.1,170.0,58.0,1
1992,Summer,ROU,177.29,74.46,171.69,64.23,34
1992,Summer,RSA,179.58,77.08,168.93,59.07,3
1992,Summer,RWA,177.0,69.5,156.0,51.0,0
1992,Summer,SEN,180.64,80.09,166.0,61.5,0
1992,Summer,SGP,173.6,68.4,165.0,56.0,0
1992,Summer,SLE,180.0,75.2,171.0,63.2,0
1992,Summer,SLO,178.36,72.11,174.33,61.0,5
1992,Summer,SRI,173.43,65.57,163.75,55.25,0
1992,Summer,SUI,177.46,72.96,169.98,58.23,1
1992,Summer,SUR,182.67,72.67,159.0,55.0,1
1992,Summer,SWE,183.74,80.76,170.4,62.16,35
1992,Summer,SYR,170.75,64.0,187.0,63.0,0
1992,Summer,TCH,182.14,79.93,171.9,62.57,8
1992,Summer,THA,170.79,63.52,162.91,54.82,1
1992,Summer,TPE,177.2,78.4,169.3,58.0,20
1992,Summer,TUN,178.0,70.8,162.0,63.0,0
1992,Summer,TUR,175.52,76.59,169.0,57.0,5
1992,Summer,UGA,179.5,67.75,168.0,51.0,0
1992,Summer,USA,182.03,79.53,168.63,59.28,223
1992,Summer,VAN,172.67,60.67,164.0,57.0,0
1992,Summer,VEN,182.62,78.58,171.0,68.0,0
1992,Summer,VIE,164.0,52.0,162.67,49.67,0
1992,Summer,VIN,183.0,71.33,169.0,59.0,0
1992,Summer,ZIM,174.8,65.3,162.0,55.25,0
1992,Winter,AND,171.0,69.38,164.0,65.0,0
